agency_id,agency_name,agency_type,year_month,incident_type,incident_detail,n_calls
A005,Northgate Police Department,Municipal Police,2022-09,Property Offense,Property Offense - Other,39
A005,Northgate Police Department,Municipal Police,2022-09,Public Order Offense,Public disturbance,54
A005,Northgate Police Department,Municipal Police,2022-09,Public Order Offense,Drug related,29
A005,Northgate Police Department,Municipal Police,2022-09,Public Order Offense,Sex related,13
A005,Northgate Police Department,Municipal Police,2022-09,Public Order Offense,Weapon related,14
A005,Northgate Police Department,Municipal Police,2022-09,Public Order Offense,Transit related,12
A005,Northgate Police Department,Municipal Police,2022-09,Public Order Offense,Public Order Offense - Other,96
A005,Northgate Police Department,Municipal Police,2022-09,Vehicle Stop,DUI,21
A005,Northgate Police Department,Municipal Police,2022-09,Vehicle Stop,Accident,63
A005,Northgate Police Department,Municipal Police,2022-09,Vehicle Stop,Moving violation,145
A005,Northgate Police Department,Municipal Police,2022-09,Vehicle Stop,Non-moving violation,44
A005,Northgate Police Department,Municipal Police,2022-09,Vehicle Stop,Vehicle Stop - Other,38
A005,Northgate Police Department,Municipal Police,2022-09,Pedestrian Stop,Pedestrian Stop,46
A005,Northgate Police Department,Municipal Police,2022-09,Civil Caretaking,Mental health / wellness check,63
A005,Northgate Police Department,Municipal Police,2022-09,Civil Caretaking,Civil infraction,36
A005,Northgate Police Department,Municipal Police,2022-09,Civil Caretaking,Eviction order enforcement,18
A005,Northgate Police Department,Municipal Police,2022-09,Civil Caretaking,Domestic order enforcement,26
A005,Northgate Police Department,Municipal Police,2022-09,Civil Caretaking,Civil Caretaking - Other,147
A005,Northgate Police Department,Municipal Police,2022-09,Warrant,Warrant,22
A005,Northgate Police Department,Municipal Police,2022-09,Other,Other,334
A005,Northgate Police Department,Municipal Police,2022-10,Offense Against Person,Assault,23
A005,Northgate Police Department,Municipal Police,2022-10,Offense Against Person,Homicide,1
A005,Northgate Police Department,Municipal Police,2022-10,Offense Against Person,Rape,4
A005,Northgate Police Department,Municipal Police,2022-10,Offense Against Person,Robbery,9
A005,Northgate Police Department,Municipal Police,2022-10,Offense Against Person,Civil order violation,17
A005,Northgate Police Department,Municipal Police,2022-10,Offense Against Person,Offense Against Person - Other,44
A005,Northgate Police Department,Municipal Police,2022-10,Property Offense,Arson,3
A005,Northgate Police Department,Municipal Police,2022-10,Property Offense,Burglary,19
A005,Northgate Police Department,Municipal Police,2022-10,Property Offense,Theft,37
A005,Northgate Police Department,Municipal Police,2022-10,Property Offense,Mischief,13
A005,Northgate Police Department,Municipal Police,2022-10,Property Offense,Trespassing,15
A005,Northgate Police Department,Municipal Police,2022-10,Property Offense,Vehicle theft/prowl,17
A005,Northgate Police Department,Municipal Police,2022-10,Property Offense,Property Offense - Other,58
A005,Northgate Police Department,Municipal Police,2022-10,Public Order Offense,Public disturbance,59
A005,Northgate Police Department,Municipal Police,2022-10,Public Order Offense,Drug related,29
A005,Northgate Police Department,Municipal Police,2022-10,Public Order Offense,Sex related,6
A005,Northgate Police Department,Municipal Police,2022-10,Public Order Offense,Weapon related,18
A005,Northgate Police Department,Municipal Police,2022-10,Public Order Offense,Transit related,9
A005,Northgate Police Department,Municipal Police,2022-10,Public Order Offense,Public Order Offense - Other,104
A005,Northgate Police Department,Municipal Police,2022-10,Vehicle Stop,DUI,9
A005,Northgate Police Department,Municipal Police,2022-10,Vehicle Stop,Accident,40
A005,Northgate Police Department,Municipal Police,2022-10,Vehicle Stop,Moving violation,120
A005,Northgate Police Department,Municipal Police,2022-10,Vehicle Stop,Non-moving violation,45
A005,Northgate Police Department,Municipal Police,2022-10,Vehicle Stop,Vehicle Stop - Other,45
A005,Northgate Police Department,Municipal Police,2022-10,Pedestrian Stop,Pedestrian Stop,46
A005,Northgate Police Department,Municipal Police,2022-10,Civil Caretaking,Mental health / wellness check,60
A005,Northgate Police Department,Municipal Police,2022-10,Civil Caretaking,Civil infraction,36
A005,Northgate Police Department,Municipal Police,2022-10,Civil Caretaking,Eviction order enforcement,9
A005,Northgate Police Department,Municipal Police,2022-10,Civil Caretaking,Domestic order enforcement,28
A005,Northgate Police Department,Municipal Police,2022-10,Civil Caretaking,Civil Caretaking - Other,133
A005,Northgate Police Department,Municipal Police,2022-10,Warrant,Warrant,30
A005,Northgate Police Department,Municipal Police,2022-10,Other,Other,359
A005,Northgate Police Department,Municipal Police,2022-11,Offense Against Person,Assault,28
A005,Northgate Police Department,Municipal Police,2022-11,Offense Against Person,Homicide,1
A005,Northgate Police Department,Municipal Police,2022-11,Offense Against Person,Rape,1
A005,Northgate Police Department,Municipal Police,2022-11,Offense Against Person,Robbery,6
A005,Northgate Police Department,Municipal Police,2022-11,Offense Against Person,Civil order violation,12
A005,Northgate Police Department,Municipal Police,2022-11,Offense Against Person,Offense Against Person - Other,47
A005,Northgate Police Department,Municipal Police,2022-11,Property Offense,Arson,1
A005,Northgate Police Department,Municipal Police,2022-11,Property Offense,Burglary,21
A005,Northgate Police Department,Municipal Police,2022-11,Property Offense,Theft,30
A005,Northgate Police Department,Municipal Police,2022-11,Property Offense,Mischief,12
A005,Northgate Police Department,Municipal Police,2022-11,Property Offense,Trespassing,14
A005,Northgate Police Department,Municipal Police,2022-11,Property Offense,Vehicle theft/prowl,11
A005,Northgate Police Department,Municipal Police,2022-11,Property Offense,Property Offense - Other,32
A005,Northgate Police Department,Municipal Police,2022-11,Public Order Offense,Public disturbance,46
A005,Northgate Police Department,Municipal Police,2022-11,Public Order Offense,Drug related,20
A005,Northgate Police Department,Municipal Police,2022-11,Public Order Offense,Sex related,7
A005,Northgate Police Department,Municipal Police,2022-11,Public Order Offense,Weapon related,13
A005,Northgate Police Department,Municipal Police,2022-11,Public Order Offense,Transit related,8
A005,Northgate Police Department,Municipal Police,2022-11,Public Order Offense,Public Order Offense - Other,95
A005,Northgate Police Department,Municipal Police,2022-11,Vehicle Stop,DUI,16
A005,Northgate Police Department,Municipal Police,2022-11,Vehicle Stop,Accident,54
A005,Northgate Police Department,Municipal Police,2022-11,Vehicle Stop,Moving violation,121
A005,Northgate Police Department,Municipal Police,2022-11,Vehicle Stop,Non-moving violation,30
A005,Northgate Police Department,Municipal Police,2022-11,Vehicle Stop,Vehicle Stop - Other,63
A005,Northgate Police Department,Municipal Police,2022-11,Pedestrian Stop,Pedestrian Stop,38
A005,Northgate Police Department,Municipal Police,2022-11,Civil Caretaking,Mental health / wellness check,68
A005,Northgate Police Department,Municipal Police,2022-11,Civil Caretaking,Civil infraction,41
A005,Northgate Police Department,Municipal Police,2022-11,Civil Caretaking,Eviction order enforcement,16
A005,Northgate Police Department,Municipal Police,2022-11,Civil Caretaking,Domestic order enforcement,28
A005,Northgate Police Department,Municipal Police,2022-11,Civil Caretaking,Civil Caretaking - Other,161
A005,Northgate Police Department,Municipal Police,2022-11,Warrant,Warrant,21
A005,Northgate Police Department,Municipal Police,2022-11,Other,Other,342
A005,Northgate Police Department,Municipal Police,2022-12,Offense Against Person,Assault,21
A005,Northgate Police Department,Municipal Police,2022-12,Offense Against Person,Homicide,1
A005,Northgate Police Department,Municipal Police,2022-12,Offense Against Person,Rape,1
A005,Northgate Police Department,Municipal Police,2022-12,Offense Against Person,Robbery,6
A005,Northgate Police Department,Municipal Police,2022-12,Offense Against Person,Civil order violation,8
A005,Northgate Police Department,Municipal Police,2022-12,Offense Against Person,Offense Against Person - Other,38
A005,Northgate Police Department,Municipal Police,2022-12,Property Offense,Arson,2
A005,Northgate Police Department,Municipal Police,2022-12,Property Offense,Burglary,13
A005,Northgate Police Department,Municipal Police,2022-12,Property Offense,Theft,37
A005,Northgate Police Department,Municipal Police,2022-12,Property Offense,Mischief,14
A005,Northgate Police Department,Municipal Police,2022-12,Property Offense,Trespassing,6
A005,Northgate Police Department,Municipal Police,2022-12,Property Offense,Vehicle theft/prowl,19
A005,Northgate Police Department,Municipal Police,2022-12,Property Offense,Property Offense - Other,42
A005,Northgate Police Department,Municipal Police,2022-12,Public Order Offense,Public disturbance,46
A005,Northgate Police Department,Municipal Police,2022-12,Public Order Offense,Drug related,22
A005,Northgate Police Department,Municipal Police,2022-12,Public Order Offense,Sex related,5
A005,Northgate Police Department,Municipal Police,2022-12,Public Order Offense,Weapon related,8
A005,Northgate Police Department,Municipal Police,2022-12,Public Order Offense,Transit related,8
A005,Northgate Police Department,Municipal Police,2022-12,Public Order Offense,Public Order Offense - Other,58
A005,Northgate Police Department,Municipal Police,2022-12,Vehicle Stop,DUI,16
A005,Northgate Police Department,Municipal Police,2022-12,Vehicle Stop,Accident,46
A005,Northgate Police Department,Municipal Police,2022-12,Vehicle Stop,Moving violation,101
A005,Northgate Police Department,Municipal Police,2022-12,Vehicle Stop,Non-moving violation,29
A005,Northgate Police Department,Municipal Police,2022-12,Vehicle Stop,Vehicle Stop - Other,57
A005,Northgate Police Department,Municipal Police,2022-12,Pedestrian Stop,Pedestrian Stop,31
A005,Northgate Police Department,Municipal Police,2022-12,Civil Caretaking,Mental health / wellness check,66
A005,Northgate Police Department,Municipal Police,2022-12,Civil Caretaking,Civil infraction,58
A005,Northgate Police Department,Municipal Police,2022-12,Civil Caretaking,Eviction order enforcement,18
A005,Northgate Police Department,Municipal Police,2022-12,Civil Caretaking,Domestic order enforcement,26
A005,Northgate Police Department,Municipal Police,2022-12,Civil Caretaking,Civil Caretaking - Other,163
A005,Northgate Police Department,Municipal Police,2022-12,Warrant,Warrant,29
A005,Northgate Police Department,Municipal Police,2022-12,Other,Other,348
A005,Northgate Police Department,Municipal Police,2023-01,Offense Against Person,Assault,25
A005,Northgate Police Department,Municipal Police,2023-01,Offense Against Person,Homicide,0
A005,Northgate Police Department,Municipal Police,2023-01,Offense Against Person,Rape,1
A005,Northgate Police Department,Municipal Police,2023-01,Offense Against Person,Robbery,8
A005,Northgate Police Department,Municipal Police,2023-01,Offense Against Person,Civil order violation,13
A005,Northgate Police Department,Municipal Police,2023-01,Offense Against Person,Offense Against Person - Other,32
A005,Northgate Police Department,Municipal Police,2023-01,Property Offense,Arson,3
A005,Northgate Police Department,Municipal Police,2023-01,Property Offense,Burglary,17
A005,Northgate Police Department,Municipal Police,2023-01,Property Offense,Theft,38
A005,Northgate Police Department,Municipal Police,2023-01,Property Offense,Mischief,17
A005,Northgate Police Department,Municipal Police,2023-01,Property Offense,Trespassing,13
A005,Northgate Police Department,Municipal Police,2023-01,Property Offense,Vehicle theft/prowl,18
A005,Northgate Police Department,Municipal Police,2023-01,Property Offense,Property Offense - Other,40
A005,Northgate Police Department,Municipal Police,2023-01,Public Order Offense,Public disturbance,46
A005,Northgate Police Department,Municipal Police,2023-01,Public Order Offense,Drug related,24
A005,Northgate Police Department,Municipal Police,2023-01,Public Order Offense,Sex related,5
A005,Northgate Police Department,Municipal Police,2023-01,Public Order Offense,Weapon related,13
A005,Northgate Police Department,Municipal Police,2023-01,Public Order Offense,Transit related,9
A005,Northgate Police Department,Municipal Police,2023-01,Public Order Offense,Public Order Offense - Other,61
